Row	Empty	ACE_BATCH_mu=0.3_S	FRU_BATCH_mu=0.65_S	FUM_BATCH_mu=0.42_S	GAL_BATCH_mu=0.26_S	GAM_BATCH_mu=0.46_S	GLC_BATCH_mu=0.58_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	SUCC_BATCH_mu=0.44_S	XYL_BATCH_mu=0.55_S	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.40_V	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.41_P	GLC_CHEM_mu=0.46_P	GLC_CHEM_mu=0.51_P
P0AB89		1.5611472435849E-06	4.21609948061294E-06	2.78775204520077E-06	2.0818554189724E-06	2.93192864454004E-06	3.42501212835092E-06	2.85068711625913E-06	2.87767659183513E-06	3.03775971051954E-06	3.82452500166743E-06	3.8206282606019E-06	1.77502870979809E-06	2.00075102543889E-06	2.28858744855137E-06	3.42046325704066E-06	6.93546724081654E-06	7.02790390742066E-06	8.26696785867813E-06	9.11520133115812E-06	1.11782951421375E-05	8.38560203719448E-06	8.39851924008256E-06	9.15431356485866E-06	9.55236907423148E-06	1.01787967664134E-05	1.07052076863843E-05	1.21213388594083E-05	1.35404543445487E-05
P25746		2.26327735679552E-07	2.56628742341338E-07	2.8567133430308E-07	2.78737384769999E-07	3.89110785798198E-07	2.92631890949292E-07	3.13562049929988E-07	3.01287175444856E-07	2.89537604594522E-07	2.67667796009464E-07	2.57963377729156E-07	3.03664103166748E-07	3.14665351775433E-07	3.13321889342235E-07	3.18171752932708E-07	NaN	NaN	NaN	NaN	NaN	1.0554079115754E-07	1.5310926648565E-07	NaN	1.26233797621259E-07	1.22667074207601E-07	NaN	NaN	NaN
P25745		5.54956920565251E-07	5.08208548774133E-07	5.69440834480425E-07	3.29830890032529E-07	6.31892100866066E-07	8.86205454687015E-07	6.26666651121399E-07	4.12904667657488E-07	4.91096837991084E-07	3.8383140669384E-07	5.95283454193423E-07	3.8237417770116E-07	5.88276878536418E-07	5.25438963383683E-07	6.24951501777227E-07	6.96671556414869E-07	9.46658143072078E-07	7.4819858232811E-07	6.13191736112069E-07	7.46789640213295E-07	1.22511632740288E-06	1.25960383285608E-06	1.18843200718414E-06	1.1742416374026E-06	1.04305609431502E-06	1.16365997525442E-06	1.0871158328016E-06	1.20702131923456E-06
P0AEI6		NaN	NaN	9.29521428952879E-08	NaN	9.52226691010594E-08	8.22650683989805E-08	5.8324714168486E-08	NaN	NaN	NaN	5.10227501640063E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08200		6.57526156285145E-05	4.02880095819017E-05	5.86145673766906E-05	4.95751128447739E-05	6.09360166429604E-05	5.96571995252941E-05	4.68717035232984E-05	6.41428331311618E-05	7.13422267940462E-05	5.48451977146757E-05	5.81136138726421E-05	4.04509929550875E-05	5.37074993111211E-05	5.75170426756556E-05	5.71129426633148E-05	5.97052304186861E-05	8.65380801210902E-05	9.0640718281987E-05	7.36332773753304E-05	6.92580089152168E-05	0.00015967405457201	0.000159522285548934	0.000166864034618127	0.000166067106339232	0.000150574168515087	0.000137922472588891	0.000124136329075858	0.000115168751298119
P75974		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75989		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75992		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AB46		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q7DFV3		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A734		4.48286438124188E-06	5.09590631229906E-06	5.01822707001696E-06	5.25623296941179E-06	5.41088700857414E-06	3.6451593337908E-06	5.47224959558382E-06	5.93013672253465E-06	5.86514423555268E-06	5.93189204908966E-06	5.48351181136945E-06	5.25302350731886E-06	4.94053874608152E-06	5.49045033726993E-06	4.83900159204836E-06	1.00097789353433E-05	7.83890105258053E-06	7.13236690136196E-06	7.16849620273472E-06	6.69146865814729E-06	7.79467883925447E-06	7.81863959870307E-06	8.05272500884864E-06	7.63364981021308E-06	6.64336136438163E-06	5.92264261572225E-06	5.65906816172147E-06	5.95635753542438E-06
P0AEZ3		5.77182763646629E-06	4.3734834827722E-06	5.36146850816781E-06	4.89996733802017E-06	5.79873020740971E-06	4.91825689133375E-06	5.2252653974808E-06	5.14685105954317E-06	6.6449131851249E-06	4.60919497901024E-06	5.65490424502394E-06	6.27103715302152E-06	6.18932981693936E-06	5.59528233986035E-06	5.4285237740505E-06	1.50008557383536E-05	1.45401819861703E-05	1.26964302708509E-05	1.01844374382191E-05	8.36956903625343E-06	2.14876044723152E-05	2.11499516366535E-05	2.13330917242274E-05	1.92208629485857E-05	1.78041077977562E-05	1.57372709887926E-05	1.4651013017313E-05	1.37946626284999E-05
P18196		2.84479414890403E-07	2.46224874408582E-07	2.05952787199363E-07	1.76937446254506E-07	2.51212688955598E-07	3.02660327028082E-07	2.21595793112032E-07	1.93081488407439E-07	2.36601636566465E-07	1.85147944295966E-07	2.57801057209016E-07	1.42748082685223E-07	1.68158596155227E-07	1.63810487247784E-07	1.88950136773078E-07	5.68407504605443E-07	5.70219001610205E-07	6.08411396793946E-07	5.14767065519979E-07	5.98045608377805E-07	6.1511738902718E-07	8.67245261242929E-07	NaN	5.97752415350386E-07	NaN	5.45910589189961E-07	6.77892087980372E-07	NaN
P76001		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76002		6.29276429323437E-07	2.88129342471075E-07	8.15034976738073E-07	6.16901707479037E-07	5.85798029498066E-07	8.58831013447208E-07	7.90833567177991E-07	5.48919425927526E-07	6.56667664226366E-07	5.25759310479971E-07	3.21286416197105E-07	4.41433217476308E-07	5.57698189780814E-07	5.97185985956564E-07	3.9800931196127E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AB43		1.48179579870237E-07	2.15387265862795E-07	1.63537924041049E-07	2.16896939006618E-07	1.61867013953959E-07	2.2560437560289E-07	1.97713156885525E-07	1.62927992389614E-07	2.04296606648203E-07	1.4052364254213E-07	1.86127529760532E-07	1.00797625732831E-07	1.14162050820963E-07	1.33744668904853E-07	1.52136566911736E-07	2.18013664523153E-06	2.59914596630532E-06	2.51793051725848E-06	2.34402680480129E-06	2.4620760262783E-06	2.31324355945411E-06	2.47647442341791E-06	2.33898436218855E-06	2.38381545066269E-06	2.84280307927069E-06	2.62035712186626E-06	3.25650424717295E-06	2.82362186771529E-06
P76004		2.75662587681233E-07	2.76093495254748E-07	2.92783401502443E-07	8.1378474669699E-07	2.36308939213279E-07	1.82425402592269E-07	3.43963330681209E-07	2.96426782597482E-07	2.7285170440621E-07	3.30527990306936E-07	3.89010144322182E-07	6.59554406529277E-07	5.34280333202155E-07	3.66052386645215E-07	2.63344225867874E-07	8.56083292833959E-07	9.71566226887561E-07	6.41320259047129E-07	4.21474969774716E-07	5.65287704208352E-07	3.9986561965952E-07	5.15481156360138E-07	4.10806643067692E-07	3.50807840733402E-07	2.60039112847003E-07	3.14701224014542E-07	NaN	2.55329169035135E-07
P77335		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.08830714497225E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A6M2		NaN	6.2508206517561E-08	5.46579203427322E-08	NaN	6.35522008986296E-08	6.37496696316029E-08	5.5427538824169E-08	NaN	7.61030019445177E-08	6.65463800629766E-08	6.11587648660818E-08	9.6930980079391E-08	1.17307010898676E-07	1.28859497584139E-07	1.44560603601856E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFA7		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.84693885894289E-07	NaN	NaN	5.41085901437701E-07
P0A8V6		3.23706638677105E-07	3.73451259390204E-07	3.54375092095249E-07	4.24800146026293E-07	5.91425347377576E-07	3.29396917209874E-07	4.10064673405493E-07	4.1978545910024E-07	4.48607169357157E-07	3.85898791303064E-07	4.1826390917408E-07	4.96334288980291E-07	4.46511755033379E-07	4.51343703952777E-07	4.37067611692206E-07	1.28243924064928E-06	1.39228640624363E-06	1.12841167588324E-06	1.05197656615451E-06	1.03542149630544E-06	5.84084021284909E-07	NaN	5.21619549804432E-07	5.08654438074921E-07	4.46977170883288E-07	4.53331180459718E-07	4.10979600630735E-07	4.00700220442082E-07
P29013		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.77797764215445E-07	2.62968981858007E-07	3.0830672633831E-07	2.57383532759989E-07	1.9936530924635E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A6J5		3.57289342811287E-07	4.40430409153378E-07	1.52939160944506E-07	1.89096061143183E-07	1.41700857730459E-07	8.97598183306559E-08	1.64490942246416E-07	2.66254226215549E-07	3.45613500764166E-07	2.64235157413015E-07	5.94562029659467E-07	1.68993602154807E-07	1.52869251777424E-07	2.49311468560527E-07	3.61008681277461E-07	1.59089692507132E-06	2.26975542760603E-06	2.27539119606529E-06	2.01061071720252E-06	1.04135918093216E-06	1.30925195328805E-06	1.48728905286868E-06	1.45412395962053E-06	1.87971019601527E-06	1.3678064886175E-06	1.49461973703015E-06	1.25688492192098E-06	1.12389373577481E-06
P29012		3.09639095512103E-07	6.0910226802399E-08	1.39408403570789E-07	NaN	1.03519601947299E-07	NaN	9.59879936446064E-08	8.68771396012938E-08	2.90181692418437E-07	9.31298255570672E-08	9.56969644292039E-08	1.89174314400844E-07	1.21685763006875E-07	1.60581661567999E-07	1.12105550903976E-07	3.25817864051013E-07	3.12785149488972E-07	2.24021796255615E-07	1.364661076921E-07	6.84343312910236E-08	5.16514572788404E-07	NaN	NaN	4.51191735137081E-07	NaN	NaN	NaN	1.43160786378794E-07
P76007		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76008		1.84081350218246E-07	1.4738812904739E-07	1.61259685244596E-07	2.02324816293597E-07	1.80323848364229E-07	1.8986699826911E-07	1.57838875172952E-07	1.92719341489399E-07	1.59693524842053E-07	1.57842864551486E-07	2.33002088854294E-07	1.65947956605864E-07	1.50691971723623E-07	1.62489604015145E-07	1.18951977006237E-07	4.02051696334764E-07	4.09649919882517E-07	3.53543832096126E-07	2.65988143532611E-07	3.09413752285665E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0C960		1.4905469919621E-07	2.57597730040958E-07	2.16947765738768E-07	2.3998464593006E-07	2.01988061907189E-07	3.02075630224902E-07	2.24759813553852E-07	2.08158236416351E-07	2.08362411036669E-07	4.13457418216601E-07	2.3826848795217E-07	6.07804916071591E-08	8.67041301424733E-08	9.25666582873373E-08	1.3917325191483E-07	NaN	NaN	NaN	NaN	NaN	6.46480655072271E-07	NaN	5.10894037222552E-07	6.51281583989639E-07	6.30591656170112E-07	7.71900895739564E-07	8.45190663231632E-07	1.14310374414508E-06
P76010		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.20376455058985E-07	1.11158531155296E-07	3.90873674556581E-07	3.20845003408776E-07	3.22590643819842E-07	1.4335507006356E-07	5.20869392865477E-06	7.11405580189225E-08
P13482		3.18434044738123E-07	9.45867993102284E-08	3.99880435707883E-07	3.96020203668077E-07	2.52403452465938E-07	1.16673589361897E-07	2.56056931418118E-07	2.6236591193765E-07	2.12750259337094E-07	2.33985029781809E-07	9.81678434580016E-08	7.32093738342788E-07	4.75324427745345E-07	3.21603617546878E-07	2.01183914562366E-07	8.74122783839718E-06	4.40938498703663E-06	2.32057798246186E-06	1.511442653668E-06	1.18416552814093E-06	6.6155874752237E-07	8.04891796874866E-07	6.16736042790722E-07	8.16872853735487E-07	4.64509778691974E-07	2.42319411273223E-07	3.63852142052968E-07	2.10293392813399E-07
P37349		1.52008226921366E-07	3.96621965260053E-07	1.57376773904554E-07	2.61205299630896E-07	4.40294410879747E-07	6.03176765777836E-07	8.52417603608834E-07	2.630139643173E-07	2.61237995831234E-07	1.4573111132197E-07	7.02342855032427E-07	1.75217312624385E-07	1.92640900760188E-07	1.9591004644097E-07	2.93330075709201E-07	3.11929720347835E-07	NaN	NaN	5.42392394842605E-07	NaN	3.42239959927388E-07	3.45550742413046E-07	3.74528705434085E-07	4.07746059824853E-07	4.35764181324543E-07	4.874932229644E-07	5.47577536095969E-07	6.73722152395277E-07
P76014		1.10615082802882E-07	9.65077749252635E-08	9.94698869303582E-08	1.20037860848508E-07	2.31027326869029E-07	1.67790264427815E-07	4.20833779126145E-07	1.34604291326094E-07	9.08566386610825E-08	6.52591405893083E-08	1.26898575522781E-07	1.8035518424608E-07	1.91334532727908E-07	1.65257168883532E-07	1.51070320223679E-07	1.63940478930996E-06	1.13485255412239E-06	9.35235648069827E-07	9.86309799731877E-07	1.04583760408282E-06	1.45418635936217E-06	7.45229537730917E-07	7.11160822324128E-07	7.14798975840802E-07	6.44749234950432E-07	7.28593369019733E-07	6.61115004168126E-07	5.68725034867175E-07
P76015		1.41180813060775E-06	1.09128414718203E-06	1.60465273281659E-06	1.82281316880672E-06	2.35965154264326E-06	1.33622709420149E-06	4.53817739213911E-06	2.0597582472606E-06	1.56714618656444E-06	1.32234600476841E-06	1.29627363822468E-06	2.57012758519249E-06	2.1023090439484E-06	2.07779125774256E-06	1.864790633083E-06	9.0601016305966E-06	7.44585652190834E-06	4.9166041483701E-06	4.27518325060048E-06	2.78190588634135E-06	3.43824770943046E-06	3.49258913315513E-06	2.99732413219267E-06	2.93842277890565E-06	2.2829798275789E-06	2.46229263405862E-06	1.95883916803418E-06	1.90108247969648E-06
P0ABU2		2.00087282690277E-06	3.59040542320599E-06	3.11583824266217E-06	2.39882185692234E-06	3.52905813324941E-06	4.89375277985501E-06	4.0658234488308E-06	3.17741987778729E-06	3.39200801367308E-06	3.22320863480881E-06	3.60757356011148E-06	1.90583256515659E-06	2.5759642236525E-06	2.63677646195518E-06	3.27859632928231E-06	3.06394590611061E-06	4.07999444833733E-06	4.85496293084693E-06	4.89355788092062E-06	5.78104045517046E-06	5.21992535963948E-06	5.14722563242848E-06	5.84212958110352E-06	6.07484080444285E-06	6.50610135429389E-06	7.48559167279991E-06	7.43389210639212E-06	7.96238645519351E-06
P0A7D1		6.95501084316381E-07	8.78106853265732E-07	9.88676394572089E-07	6.03012653018189E-07	1.02578514656869E-06	1.29839898284422E-06	8.85392033514546E-07	7.65197377453607E-07	9.59751240867611E-07	8.70173884199814E-07	8.15588471250099E-07	4.99750708769975E-07	5.38126861297203E-07	6.21024783345625E-07	7.37973650711287E-07	NaN	NaN	NaN	NaN	NaN	9.07349713007098E-07	8.29606493042449E-07	8.5079978754584E-07	8.72488064973999E-07	9.32903145000066E-07	1.03000360241993E-06	9.21994844184452E-07	8.68112874421843E-07
P0AB49		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFR2		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A717		1.20748308258145E-05	1.49592831060788E-05	1.65711561960587E-05	1.17010730044296E-05	1.50053487579602E-05	1.31603379278983E-05	1.50170509485283E-05	1.2463724572708E-05	1.57417882049182E-05	1.90629634090955E-05	1.36031088698125E-05	8.36985771048372E-06	8.58523298014252E-06	1.01687671504719E-05	1.28584674059133E-05	1.41308843018165E-05	1.6480546875077E-05	1.66017662163124E-05	1.52420867561545E-05	1.60860430829288E-05	1.46425937355687E-05	1.48035886901592E-05	1.58363714512085E-05	1.67367384241389E-05	1.68032763866224E-05	1.62911919107064E-05	1.62976927419978E-05	1.65315591990828E-05
P62615		3.45803401657902E-07	2.70602564956904E-07	3.73690594934743E-07	2.73158994043921E-07	3.33394577032128E-07	3.29467789549654E-07	4.19156467084698E-07	2.97436981895171E-07	3.81843440859414E-07	3.31464164469604E-07	1.43924194524132E-07	2.45320127998743E-07	2.73369606755008E-07	2.68579590636646E-07	2.80422878959035E-07	NaN	NaN	NaN	NaN	NaN	4.03025111216988E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P61320		5.39161016731453E-07	4.7857792490682E-07	5.60030717712467E-07	5.62688857198252E-07	4.29078186846867E-07	4.53582974588392E-07	5.51225729984515E-07	5.19109016463633E-07	4.2982798374112E-07	5.74459870567091E-07	4.92155817064477E-07	3.14548975519925E-07	3.43937672498756E-07	4.04399933192789E-07	4.25133131218864E-07	5.19899640366806E-07	4.65001217250256E-07	5.38517804026863E-07	4.66359840003828E-07	5.207047501467E-07	1.96507827873892E-06	2.0209133451615E-06	2.39131363531236E-06	2.003183833474E-06	2.07363645021888E-06	1.98597797617155E-06	2.09976837141282E-06	2.33663904240814E-06
P0A6X1		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A7I0		2.14207333014838E-07	1.34621291110298E-07	3.50690288476638E-07	1.62274247774529E-07	2.85322301767918E-07	4.08809373932733E-07	4.15668420453053E-07	1.32507651274286E-07	3.49860454853109E-07	1.55229378347371E-07	1.13678470938046E-07	2.12586059316194E-07	1.60828419974097E-07	2.40736210748631E-07	2.6242762783779E-07	NaN	NaN	NaN	NaN	NaN	NaN	1.24258978414576E-07	NaN	NaN	NaN	1.62858506002816E-07	1.93661967502089E-07	1.88451264911918E-07
P0ACC1		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A715		5.86970973307627E-06	4.898759814887E-06	5.79476971648105E-06	5.27765854358828E-06	5.38916517744197E-06	4.68664608493455E-06	6.11405017580646E-06	3.92424306424142E-06	4.97968449962482E-06	4.65768099918509E-06	5.34763150039892E-06	4.42272756292843E-06	4.95224767437085E-06	5.57903337945883E-06	6.21758373537729E-06	1.22661494128586E-05	1.22233779558017E-05	1.24189693129548E-05	1.19272988342455E-05	1.24561553209136E-05	1.68116918929679E-05	1.72647439423822E-05	1.74430596307733E-05	1.67639366676107E-05	1.67774236875921E-05	1.6339425713228E-05	1.61861842118504E-05	1.59959654358948E-05
P31801		NaN	9.34308139843664E-08	NaN	NaN	NaN	7.5673940799493E-08	5.92205512815314E-08	5.21682165618125E-08	6.27180518537734E-08	NaN	NaN	5.12727807195904E-08	NaN	5.04241932459901E-08	6.70425987718753E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AE63		1.3457147435137E-07	1.10651595382868E-07	2.03298143732192E-07	3.11570198757774E-07	1.08436302893219E-07	1.39281865751537E-07	1.37196500844694E-07	1.5015754843769E-07	9.1722131674469E-08	1.05573140469195E-07	5.77680695564908E-08	1.74184441525179E-07	1.29233667193385E-07	1.13784655611638E-07	1.33411778582872E-07	1.92708057753848E-06	6.36640558451493E-07	5.96083153289313E-07	5.76911476655578E-07	6.48616566427422E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AB52		6.20197066316476E-06	1.56734610402668E-06	3.98537265356583E-06	2.83587169360427E-06	3.15062580731813E-06	3.58128563756458E-06	2.3391069436179E-06	2.53948855147845E-06	4.14913325068577E-06	1.94796389259962E-06	1.63263782718146E-06	4.77890918890869E-06	4.28500810588326E-06	4.15709209632243E-06	3.39898867462154E-06	1.67476923639182E-05	1.25693738837113E-05	7.18993225062441E-06	5.00587069521589E-06	4.3870935100058E-06	7.9827291846265E-06	7.93562537124992E-06	6.87639018476554E-06	5.59786599238429E-06	4.54788553824123E-06	3.24037102620122E-06	3.59673539492693E-06	3.24711835309461E-06
P0AF28		2.42707781663436E-06	1.80774005245334E-06	2.38175008090068E-06	2.70133001686796E-06	2.9606990274189E-06	2.19612119274539E-06	2.44809410558372E-06	2.64740833305426E-06	2.09519756345268E-06	2.10210106775722E-06	2.07523177876319E-06	1.29784226196463E-06	1.80934391670919E-06	1.69572054110153E-06	1.74868198057825E-06	2.98424003790106E-06	3.24685678423037E-06	4.34316470764031E-06	4.11451353015031E-06	3.667073769974E-06	2.39912804984918E-06	2.51097826994529E-06	2.46434662523754E-06	2.54699166665844E-06	2.61325925276665E-06	2.61008721673634E-06	2.45273923685183E-06	2.38944940319332E-06
P09152		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P11349		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AF26		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P11350		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37051		2.49247110826763E-06	3.96419667828028E-06	2.6661535257866E-06	2.14713397493839E-06	2.97763859864664E-06	4.08290234043848E-06	2.58612926244913E-06	2.63621989932324E-06	2.04222133993562E-06	3.2684375490427E-06	3.95003378638018E-06	1.99754622199127E-06	2.32185144937333E-06	2.52567550560986E-06	3.31858993312558E-06	2.59255412998244E-06	3.33818642488714E-06	2.91872422956216E-06	4.21127766182136E-06	4.46594394907421E-06	3.01594032181815E-06	2.82943623584528E-06	2.94323794873966E-06	3.31258735773559E-06	3.54892503629718E-06	3.6444792764518E-06	3.93823595945907E-06	4.76087531980898E-06
P37052		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFR0		1.01098160132935E-07	NaN	NaN	NaN	NaN	1.47892855034738E-07	NaN	NaN	6.17519201179001E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AEV1		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AEP3		2.3488202709093E-06	2.81217230213789E-06	2.69491876693834E-06	2.89684691958156E-06	2.94306804512064E-06	2.86836305363829E-06	3.10977464557032E-06	2.46639205512677E-06	2.09455347562876E-06	2.42984003920454E-06	3.60526500160282E-06	2.73469838033274E-06	3.11549422098437E-06	2.56035393206677E-06	2.8379932680455E-06	8.43277015397514E-06	7.45692678138189E-06	7.32353015472563E-06	7.14082055405085E-06	7.659965403999E-06	9.34444006979491E-06	9.59959032487314E-06	8.7241121262931E-06	9.2548739016389E-06	9.13907373239429E-06	8.81252254443636E-06	8.6579754369487E-06	9.48098499980661E-06
P0ACF8		5.51244883164308E-05	6.1574697367575E-05	6.59760918188785E-05	5.37002986332961E-05	4.74608758192393E-05	3.99389554071798E-05	6.69975801049758E-05	5.2634032800232E-05	6.73555646969431E-05	5.07894181912009E-05	4.91178467177101E-05	6.41433345190555E-05	5.85612371590578E-05	6.89214227078597E-05	6.49335254107337E-05	0.000131905412385804	0.000123745222211685	0.000107119151743892	9.0549137044524E-05	7.82732256755843E-05	0.00024177413414326	0.000235726489645072	0.000229265007400235	0.000214363330509275	0.000201807558457466	0.00018153536947506	0.000173520577975744	0.000151726431677483
P23331		8.96559749458487E-08	1.02644697022854E-07	8.93069608209629E-08	NaN	1.23493699540099E-07	1.62687455963696E-07	9.70934947628326E-08	7.4792868757235E-08	1.08830714497225E-07	8.01209054216612E-08	9.15127021322617E-08	NaN	NaN	6.41991183863708E-08	8.64969243083569E-08	NaN	NaN	NaN	NaN	NaN	NaN	3.61150971625828E-07	NaN	NaN	NaN	NaN	NaN	5.57856644300927E-07
P0A9Q7		9.86767049579697E-06	3.39899465298431E-05	7.93847355931059E-06	1.4398691683794E-05	1.41372053354701E-05	8.59518475143068E-06	9.88396147187067E-06	1.13928180153366E-05	6.62669757635479E-06	7.90349433929665E-06	1.51339897664795E-05	2.12118354095374E-05	1.89604320845154E-05	1.60129625972829E-05	1.93678099060911E-05	3.81710094552119E-05	3.74064570804797E-05	3.87779112711686E-05	3.77338348447293E-05	3.02932115363902E-05	3.05643706463727E-05	3.09276331920544E-05	2.87568197576885E-05	2.70836548760826E-05	2.8567771146401E-05	2.81999035475681E-05	2.92454412421315E-05	2.75901327567078E-05
P23843		6.46870703372107E-06	1.02947803175208E-05	1.09043640676219E-05	9.77040335860474E-06	1.30334251789741E-05	1.01966161410868E-05	9.51333269180329E-06	1.00606319867817E-05	1.10902463238338E-05	1.26485906009208E-05	1.65856943205449E-05	1.13187841503417E-05	1.32625143757189E-05	1.29219071353024E-05	1.23791988726727E-05	4.33630617870284E-05	4.55470730230757E-05	5.21731768309678E-05	4.71565377924458E-05	4.75143587702476E-05	4.75302591010015E-05	4.79076826883082E-05	4.6621664135913E-05	4.52670083244432E-05	4.37294516393183E-05	4.06330403432851E-05	4.06102458375344E-05	3.87150940833825E-05
